,QUERYID,EXPLAIN_TIME,QUERY,SORT_SHRHEAP_TOP
619,1652,2024-10-08-06.32.22.927560,"SELECT TPCDS.DATE_DIM2.D_LAST_DOM , TPCDS.CATALOG_SALES.CS_ITEM_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT >= +00943.68 AND TPCDS.CATALOG_SALES.CS_SHIP_CDEMO_SK >= 294400",945
620,1653,2024-10-08-06.32.27.004521,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_MKT_ID <= 6 AND TPCDS.DATE_DIM2.D_MOY >= 11",18
621,1655,2024-10-08-06.32.42.715011,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK >= 64 AND TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK >= 293908",945
622,1659,2024-10-08-06.32.59.690285,"SELECT TPCDS.DATE_DIM2.D_LAST_DOM , TPCDS.CUSTOMER.C_BIRTH_MONTH FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CUSTOMER ON TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CUSTOMER.C_CUSTOMER_SK <= 57959 AND TPCDS.DATE_DIM2.D_DOW <= 1",328
623,1661,2024-10-08-06.33.09.059900,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST = +00000.00 AND TPCDS.CATALOG_SALES.CS_WHOLESALE_COST >= +00011.45",275
624,1665,2024-10-08-06.33.26.326845,"SELECT TPCDS.WEB_SALES.WS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1942 AND TPCDS.DATE_DIM2.D_MOY = 8",71
625,1672,2024-10-08-06.33.55.019888,"SELECT TPCDS.WEB_SALES.WS_SOLD_DATE_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 4 AND TPCDS.WEB_SALES.WS_SOLD_TIME_SK <= 12326",76
626,1675,2024-10-08-06.34.07.135294,"SELECT TPCDS.STORE.S_TAX_PRECENTAGE , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.STORE.S_MARKET_ID <= 6 AND TPCDS.DATE_DIM2.D_DATE_SK <= 2484225",18
627,1678,2024-10-08-06.34.19.608685,"SELECT TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK <= 2450467 AND TPCDS.DATE_DIM2.D_DOW = 1",163
628,1679,2024-10-08-06.34.23.743627,"SELECT TPCDS.CUSTOMER.C_CUSTOMER_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_MONTH >= 11 AND TPCDS.DATE_DIM2.D_DOW = 3",168
629,1681,2024-10-08-06.34.31.975051,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ <= 6268 AND TPCDS.DATE_DIM2.D_DOW >= 6",84
630,1687,2024-10-08-06.34.57.839063,"SELECT TPCDS.WEB_SALES.WS_SALES_PRICE , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK <= 402 AND TPCDS.WEB_SALES.WS_EXT_SHIP_COST >= +00936.70",208
631,1689,2024-10-08-06.35.06.755081,"SELECT TPCDS.WEB_SALES.WS_WEB_PAGE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_SALES_PRICE >= +01383.20 AND TPCDS.WEB_SALES.WS_QUANTITY = 90",75
632,1692,2024-10-08-06.35.20.902047,"SELECT TPCDS.DATE_DIM2.D_SAME_DAY_LY , TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CUSTOMER ON TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR >= 1912 AND TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 2595",707
633,1693,2024-10-08-06.35.24.901496,"SELECT TPCDS.DATE_DIM2.D_DOM , TPCDS.WEB_PAGE.WP_IMAGE_COUNT FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_PAGE ON TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452579 AND TPCDS.WEB_PAGE.WP_WEB_PAGE_SK >= 28",18
634,1695,2024-10-08-06.35.33.154067,"SELECT TPCDS.WEB_SITE.WEB_OPEN_DATE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1932 AND TPCDS.DATE_DIM2.D_DATE_SK <= 2468847",18
635,1699,2024-10-08-06.35.49.670219,"SELECT TPCDS.WEB_PAGE.WP_WEB_PAGE_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_MAX_AD_COUNT = 1 AND TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452574",18
636,1705,2024-10-08-06.36.18.221182,"SELECT TPCDS.CATALOG_SALES.CS_COUPON_AMT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_ORDER_NUMBER <= 142214 AND TPCDS.DATE_DIM2.D_DOW = 5",168
637,1706,2024-10-08-06.36.26.462312,"SELECT TPCDS.WEB_SALES.WS_PROMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_WAREHOUSE_SK >= 4 AND TPCDS.WEB_SALES.WS_NET_PROFIT >= -03931.82",945
638,1707,2024-10-08-06.36.31.313965,"SELECT TPCDS.WEB_SALES.WS_NET_PROFIT , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX >= +01050.87 AND TPCDS.WEB_SALES.WS_EXT_SALES_PRICE <= +00474.60",361
639,1709,2024-10-08-06.36.39.795549,"SELECT TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 8 AND TPCDS.DATE_DIM2.D_QOY <= 3",87
640,1711,2024-10-08-06.36.51.098108,"SELECT TPCDS.CATALOG_SALES.CS_LIST_PRICE , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MONTH_SEQ <= 1866 AND TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK = 5",716
641,1716,2024-10-08-06.37.29.572918,"SELECT TPCDS.WEB_SALES.WS_WEB_PAGE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SALES_PRICE <= +00007.27 AND TPCDS.WEB_SALES.WS_EXT_DISCOUNT_AMT >= +01527.90",650
642,1717,2024-10-08-06.37.35.399327,"SELECT TPCDS.WEB_SALES.WS_COUPON_AMT , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_QUANTITY >= 81 AND TPCDS.WEB_SALES.WS_BILL_ADDR_SK <= 39607",945
643,1721,2024-10-08-06.37.51.857473,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_MONTH_SEQ >= 145 AND TPCDS.DATE_DIM2.D_MOY <= 1",80
644,1726,2024-10-08-06.38.13.169236,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT <= +00169.20 AND TPCDS.DATE_DIM2.D_DOM = 7",39
645,1727,2024-10-08-06.38.17.238503,"SELECT TPCDS.STORE.S_COMPANY_ID , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.DATE_DIM2.D_DATE_SK <= 2461157 AND TPCDS.DATE_DIM2.D_DOM <= 31",18
646,1730,2024-10-08-06.38.29.670874,"SELECT TPCDS.WEB_PAGE.WP_IMAGE_COUNT , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452616 AND TPCDS.DATE_DIM2.D_QOY <= 4",18
647,1731,2024-10-08-06.38.34.184090,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 20 AND TPCDS.WEB_SALES.WS_SHIP_MODE_SK = 20",378
648,1735,2024-10-08-06.38.51.192049,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW >= 6 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 497",148
649,1740,2024-10-08-06.39.12.700858,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_CUSTOMER_SK >= 72409 AND TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK <= 1",263
650,1743,2024-10-08-06.39.25.569017,"SELECT TPCDS.CUSTOMER.C_CUSTOMER_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR >= 1953 AND TPCDS.DATE_DIM2.D_DOM <= 1",35
651,1744,2024-10-08-06.39.29.833901,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 15 AND TPCDS.DATE_DIM2.D_MOY = 7",49
652,1748,2024-10-08-06.39.46.862555,"SELECT TPCDS.WEB_SALES.WS_SHIP_MODE_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK = 267 AND TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK >= 15410",39
653,1755,2024-10-08-06.40.17.409432,"SELECT TPCDS.DATE_DIM2.D_SAME_DAY_LQ , TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_PAGE ON TPCDS.CATALOG_PAGE.CP_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER <= 102 AND TPCDS.DATE_DIM2.D_DOW >= 6",172
654,1759,2024-10-08-06.40.36.240612,"SELECT TPCDS.CATALOG_SALES.CS_WHOLESALE_COST , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK <= 94398 AND TPCDS.DATE_DIM2.D_MOY = 7",79
655,1760,2024-10-08-06.40.42.067374,"SELECT TPCDS.CUSTOMER.C_BIRTH_YEAR , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ <= 7848 AND TPCDS.DATE_DIM2.D_FIRST_DOM <= 2471512",705
656,1761,2024-10-08-06.40.46.443173,"SELECT TPCDS.WEB_SALES.WS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_SALES_PRICE >= +00478.78 AND TPCDS.WEB_SALES.WS_QUANTITY = 90",88
657,1762,2024-10-08-06.40.51.553401,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK <= 2452590 AND TPCDS.DATE_DIM2.D_DOM = 8",41
658,1765,2024-10-08-06.41.04.354425,"SELECT TPCDS.WEB_SALES.WS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SALES_PRICE = +00000.00 AND TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX >= +00616.97",71
659,1770,2024-10-08-06.41.28.042246,"SELECT TPCDS.WEB_SALES.WS_NET_PROFIT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ORDER_NUMBER <= 44040 AND TPCDS.WEB_SALES.WS_WHOLESALE_COST <= +00026.32",945
660,1774,2024-10-08-06.41.49.236470,"SELECT TPCDS.DATE_DIM2.D_DOW , TPCDS.WEB_SALES.WS_SOLD_TIME_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK >= 788 AND TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK <= 803619",945
661,1776,2024-10-08-06.42.05.530789,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SALES_PRICE >= +00007.30 AND TPCDS.DATE_DIM2.D_DOW <= 2",414
662,1782,2024-10-08-06.42.31.999498,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 3 AND TPCDS.CUSTOMER.C_BIRTH_DAY <= 4",177
663,1783,2024-10-08-06.42.40.675645,"SELECT TPCDS.DATE_DIM2.D_FY_WEEK_SEQ , TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_QUANTITY <= 20 AND TPCDS.DATE_DIM2.D_SAME_DAY_LY <= 2484285",882
664,1788,2024-10-08-06.43.18.951427,"SELECT TPCDS.STORE.S_NUMBER_EMPLOYEES , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.DATE_DIM2.D_DATE_SK >= 2434244 AND TPCDS.DATE_DIM2.D_FIRST_DOM <= 2465484",18
665,1790,2024-10-08-06.43.29.565285,"SELECT TPCDS.DATE_DIM2.D_DOM , TPCDS.WEB_SALES.WS_EXT_TAX FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_LIST_PRICE >= +06338.80 AND TPCDS.WEB_SALES.WS_SOLD_TIME_SK <= 48490",945
666,1791,2024-10-08-06.43.34.885376,"SELECT TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK <= 2451973 AND TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK = 13",476
667,1792,2024-10-08-06.43.42.535888,"SELECT TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 2240 AND TPCDS.CATALOG_SALES.CS_SHIP_CDEMO_SK <= 294400",730
668,1793,2024-10-08-06.43.53.399801,"SELECT TPCDS.CATALOG_SALES.CS_NET_PROFIT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK >= 1 AND TPCDS.CATALOG_SALES.CS_EXT_LIST_PRICE <= +01747.20",945
669,1797,2024-10-08-06.44.12.456393,"SELECT TPCDS.WEB_SALES.WS_QUANTITY , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_WAREHOUSE_SK = 3 AND TPCDS.WEB_SALES.WS_BILL_CDEMO_SK >= 801618",945
670,1799,2024-10-08-06.44.22.054607,"SELECT TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR >= 1942 AND TPCDS.DATE_DIM2.D_DOW <= 4",547
671,1801,2024-10-08-06.44.38.091214,"SELECT TPCDS.WEB_SALES.WS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_LIST_PRICE >= +00031.90 AND TPCDS.WEB_SALES.WS_SOLD_DATE_SK <= 2452272",945
672,1802,2024-10-08-06.44.47.303862,"SELECT TPCDS.CATALOG_SALES.CS_EXT_LIST_PRICE , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_CATALOG_PAGE_SK <= 4036 AND TPCDS.CATALOG_SALES.CS_NET_PROFIT >= -00086.45",945
673,1807,2024-10-08-06.45.15.139163,"SELECT TPCDS.WEB_SALES.WS_EXT_WHOLESALE_COST , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY >= 2 AND TPCDS.WEB_SALES.WS_NET_PROFIT >= -01499.52",703
674,1814,2024-10-08-06.45.49.800070,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_TAX , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK <= 4954 AND TPCDS.WEB_SALES.WS_LIST_PRICE >= +00095.28",945
